reference,model,domain,severity,skill,method
drift,patchtf_s123,obs_noise,0.0,3.4452766252958558,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s123,obs_noise,0.25,3.4131452678411067,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s123,obs_noise,0.5,3.2907471862527906,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s123,obs_noise,1.0,3.0615671675861775,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s123,obs_noise,2.0,2.828250328475655,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s123,obs_noise,0.0,1.590349643705529,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s123,obs_noise,0.25,1.531614692764327,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s123,obs_noise,0.5,1.3845670809940864,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s123,obs_noise,1.0,1.108597067742298,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s123,obs_noise,2.0,0.8477239451801392,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s7,obs_noise,0.0,1.9976102113723757,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s7,obs_noise,0.25,1.9418696165084837,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s7,obs_noise,0.5,1.7941691875457761,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s7,obs_noise,1.0,1.515167236328125,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s7,obs_noise,2.0,1.2580740451812744,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s7,obs_noise,0.0,1.9598452381030849,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s7,obs_noise,0.25,1.8688782609440453,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s7,obs_noise,0.5,1.642139616643405,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s7,obs_noise,1.0,1.1889095714054023,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s7,obs_noise,2.0,0.7112924332007734,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s7,obs_noise,0.0,3.460584658436253,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s7,obs_noise,0.25,3.432082250616258,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s7,obs_noise,0.5,3.3144198171627264,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s7,obs_noise,1.0,3.0807495243998373,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s7,obs_noise,2.0,2.843420551230119,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s7,obs_noise,0.0,1.5974158760283321,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s7,obs_noise,0.25,1.5401124737783158,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s7,obs_noise,0.5,1.394527233999867,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s7,obs_noise,1.0,1.1155430216776405,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s7,obs_noise,2.0,0.8522709829558256,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s2024,obs_noise,0.0,1.987910270690918,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s2024,obs_noise,0.25,1.9306068420410154,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s2024,obs_noise,0.5,1.7894634008407595,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s2024,obs_noise,1.0,1.525099277496338,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s2024,obs_noise,2.0,1.263061761856079,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s2024,obs_noise,0.0,1.950328675539372,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s2024,obs_noise,0.25,1.8580388337336782,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s2024,obs_noise,0.5,1.6378325764660218,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s2024,obs_noise,1.0,1.196702967754902,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s2024,obs_noise,2.0,0.7141123984828858,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s2024,obs_noise,0.0,3.4437808467021656,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s2024,obs_noise,0.25,3.4121762960589206,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s2024,obs_noise,0.5,3.3057266834166366,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s2024,obs_noise,1.0,3.1009440813910802,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s2024,obs_noise,2.0,2.8546934776140422,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s2024,obs_noise,0.0,1.589659187985349,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s2024,obs_noise,0.25,1.531179876399359,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s2024,obs_noise,0.5,1.3908696370669282,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s2024,obs_noise,1.0,1.1228554944862958,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s2024,obs_noise,2.0,0.8556498669010296,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s31337,obs_noise,0.0,1.9999471902847292,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s31337,obs_noise,0.25,1.939807415008545,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s31337,obs_noise,0.5,1.7806906700134277,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s31337,obs_noise,1.0,1.4996811151504517,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s31337,obs_noise,2.0,1.2496570348739624,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s31337,obs_noise,0.0,1.9621380362510163,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s31337,obs_noise,0.25,1.8668935738568393,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s31337,obs_noise,0.5,1.6298032061381234,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s31337,obs_noise,1.0,1.1767580430126037,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s31337,obs_noise,2.0,0.706533606989633,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s31337,obs_noise,0.0,3.464633152644552,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s31337,obs_noise,0.25,3.4284374924383836,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s31337,obs_noise,0.5,3.2895205680142667,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s31337,obs_noise,1.0,3.0492620032146953,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s31337,obs_noise,2.0,2.824396949098435,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s31337,obs_noise,0.0,1.599284672651059,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s31337,obs_noise,0.25,1.5384769251160886,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s31337,obs_noise,0.5,1.384050986886006,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s31337,obs_noise,1.0,1.1041413532687634,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s31337,obs_noise,2.0,0.8465689547837647,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear,process_idv1,0.0,1.7819072008132935,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear,process_idv1,0.5,1.6315430402755737,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear,process_idv1,1.0,1.411459803581238,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear,process_idv1,2.0,1.142242670059204,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear,process_idv1,0.0,1.7482201093957745,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear,process_idv1,0.5,1.6143638843006218,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear,process_idv1,1.0,1.409835430382703,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear,process_idv1,2.0,1.1582918137143852,exact rescaling of published aggregate; no per-episode CI
drift,dlinear,process_idv1,0.0,3.0869088908266913,exact rescaling of published aggregate; no per-episode CI
drift,dlinear,process_idv1,0.5,2.7628147223736508,exact rescaling of published aggregate; no per-episode CI
drift,dlinear,process_idv1,1.0,2.231894715867745,exact rescaling of published aggregate; no per-episode CI
drift,dlinear,process_idv1,2.0,1.594278311409896,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear,process_idv1,0.0,1.4249260621434383,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear,process_idv1,0.5,1.3411677527760053,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear,process_idv1,1.0,1.219922683206771,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear,process_idv1,2.0,1.070402942917713,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf,process_idv1,0.0,1.9930928945541382,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf,process_idv1,0.5,1.8663095235824585,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf,process_idv1,1.0,1.6443774700164795,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf,process_idv1,2.0,1.2987174987792969,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf,process_idv1,0.0,1.955413321503528,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf,process_idv1,0.5,1.8466584193138604,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf,process_idv1,1.0,1.6424850443988375,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf,process_idv1,2.0,1.3169652006483978,exact rescaling of published aggregate; no per-episode CI
drift,patchtf,process_idv1,0.0,3.45275902899689,exact rescaling of published aggregate; no per-episode CI
drift,patchtf,process_idv1,0.5,3.1603624918095066,exact rescaling of published aggregate; no per-episode CI
drift,patchtf,process_idv1,1.0,2.6001997201123395,exact rescaling of published aggregate; no per-episode CI
drift,patchtf,process_idv1,2.0,1.8126771090113654,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf,process_idv1,0.0,1.5938035428707316,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf,process_idv1,0.5,1.5341514676221912,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf,process_idv1,1.0,1.4212330881386008,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf,process_idv1,2.0,1.2170365099738722,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s42,process_idv1,0.0,1.7994544506072996,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s42,process_idv1,0.5,1.633861780166626,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s42,process_idv1,1.0,1.397343635559082,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s42,process_idv1,2.0,1.1165012121200562,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s42,process_idv1,0.0,1.7654356270952773,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s42,process_idv1,0.5,1.6166582092707862,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s42,process_idv1,1.0,1.3957355078993456,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s42,process_idv1,2.0,1.1321886740002622,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s42,process_idv1,0.0,3.11730708517371,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s42,process_idv1,0.5,2.7667412192849867,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s42,process_idv1,1.0,2.209573286141576,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s42,process_idv1,2.0,1.558349826883638,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s42,process_idv1,0.0,1.4389579564749773,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s42,process_idv1,0.5,1.3430738129240902,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s42,process_idv1,1.0,1.2077220994377593,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s42,process_idv1,2.0,1.0462804573414841,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s123,process_idv1,0.0,1.8065581321716306,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s123,process_idv1,0.5,1.6549896001815796,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s123,process_idv1,1.0,1.4321876764297485,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s123,process_idv1,2.0,1.1552459001541138,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s123,process_idv1,0.0,1.772405013018315,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s123,process_idv1,0.5,1.6375635661900767,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s123,process_idv1,1.0,1.4305394486368197,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s123,process_idv1,2.0,1.1714777464111543,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s123,process_idv1,0.0,3.1296132354426613,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s123,process_idv1,0.5,2.8025185483213786,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s123,process_idv1,1.0,2.264671015812235,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s123,process_idv1,2.0,1.6124274913188485,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s123,process_idv1,0.0,1.444638510991825,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s123,process_idv1,0.5,1.3604413908494175,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s123,process_idv1,1.0,1.2378377539713554,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s123,process_idv1,2.0,1.0825883533614555,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s7,process_idv1,0.0,1.7984269857406616,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s7,process_idv1,0.5,1.6451276540756223,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s7,process_idv1,1.0,1.4212311506271362,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s7,process_idv1,2.0,1.147631049156189,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s7,process_idv1,0.0,1.7644275865302388,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s7,process_idv1,0.5,1.6278054603789744,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s7,process_idv1,1.0,1.4195955321106586,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s7,process_idv1,2.0,1.1637559025291586,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s7,process_idv1,0.0,3.115527143754544,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s7,process_idv1,0.5,2.7858185721514634,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s7,process_idv1,1.0,2.2473458238506407,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s7,process_idv1,2.0,1.6017991090067254,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s7,process_idv1,0.0,1.438136330373606,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s7,process_idv1,0.5,1.3523346331541437,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s7,process_idv1,1.0,1.2283680444395404,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s7,process_idv1,2.0,1.0754524275799084,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s2024,process_idv1,0.0,1.7018654346466064,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s2024,process_idv1,0.5,1.572672963142395,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s2024,process_idv1,1.0,1.3799937963485718,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s2024,process_idv1,2.0,1.1424534320831299,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s2024,process_idv1,0.0,1.6696915389178677,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s2024,process_idv1,0.5,1.556113673277232,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s2024,process_idv1,1.0,1.3784056356859409,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s2024,process_idv1,2.0,1.1585055370617563,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s2024,process_idv1,0.0,2.9482475511650943,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s2024,process_idv1,0.5,2.663125586509146,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s2024,process_idv1,1.0,2.1821385590903044,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s2024,process_idv1,2.0,1.5945724812324926,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s2024,process_idv1,0.0,1.3609195871604274,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s2024,process_idv1,0.5,1.292775128673904,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s2024,process_idv1,1.0,1.1927266583000171,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s2024,process_idv1,2.0,1.0706004493640917,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s31337,process_idv1,0.0,1.8080322742462156,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s31337,process_idv1,0.5,1.6540203094482422,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s31337,process_idv1,1.0,1.4279617071151733,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s31337,process_idv1,2.0,1.1502019166946411,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s31337,process_idv1,0.0,1.7738512863246465,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s31337,process_idv1,0.5,1.6366044814986773,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s31337,process_idv1,1.0,1.426318342763113,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s31337,process_idv1,2.0,1.166362892183799,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s31337,process_idv1,0.0,3.1321669836256762,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s31337,process_idv1,0.5,2.800877175312995,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s31337,process_idv1,1.0,2.2579886302716137,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s31337,process_idv1,2.0,1.605387381854079,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s31337,process_idv1,0.0,1.4458173285309313,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s31337,process_idv1,0.5,1.359644610474934,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s31337,process_idv1,1.0,1.2341852547557874,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s31337,process_idv1,2.0,1.0778616040632805,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s42,process_idv1,0.0,1.9912822246551514,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s42,process_idv1,0.5,1.8668372631072996,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s42,process_idv1,1.0,1.6435303688049316,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s42,process_idv1,2.0,1.2988883256912231,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s42,process_idv1,0.0,1.9536368824569597,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s42,process_idv1,0.5,1.847180602062455,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s42,process_idv1,1.0,1.6416389180705282,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s42,process_idv1,2.0,1.3171384277732752,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s42,process_idv1,0.0,3.449622292691552,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s42,process_idv1,0.5,3.161256152897702,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s42,process_idv1,1.0,2.5988602269768903,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s42,process_idv1,2.0,1.8129155396424632,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s42,process_idv1,0.0,1.5923556163300974,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s42,process_idv1,0.5,1.5345852822474324,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s42,process_idv1,1.0,1.4205009397768005,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s42,process_idv1,2.0,1.2171965929702864,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s123,process_idv1,0.0,1.988773703575134,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s123,process_idv1,0.5,1.859545707702637,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s123,process_idv1,1.0,1.6426349878311157,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s123,process_idv1,2.0,1.3071715831756592,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s123,process_idv1,0.0,1.9511757851591165,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s123,process_idv1,0.5,1.839965822301771,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s123,process_idv1,1.0,1.6407445675425336,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s123,process_idv1,2.0,1.3255380696239978,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s123,process_idv1,0.0,3.4452766252958558,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s123,process_idv1,0.5,3.148908812911131,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s123,process_idv1,1.0,2.597444390649793,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s123,process_idv1,2.0,1.824476846273195,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s123,process_idv1,0.0,1.590349643705529,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s123,process_idv1,0.5,1.528591447739296,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s123,process_idv1,1.0,1.4197270632857388,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s123,process_idv1,2.0,1.2249588867636236,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s7,process_idv1,0.0,1.9976102113723757,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s7,process_idv1,0.5,1.8557316064834597,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s7,process_idv1,1.0,1.6160658597946167,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s7,process_idv1,2.0,1.2654521465301514,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s7,process_idv1,0.0,1.9598452381030849,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s7,process_idv1,0.5,1.8361918812488482,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s7,process_idv1,1.0,1.6142060164869598,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s7,process_idv1,2.0,1.2832324517321685,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s7,process_idv1,0.0,3.460584658436253,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s7,process_idv1,0.5,3.1424501080281835,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s7,process_idv1,1.0,2.5554315070243314,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s7,process_idv1,2.0,1.7662471944210847,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s7,process_idv1,0.0,1.5974158760283321,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s7,process_idv1,0.5,1.5254561644922662,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s7,process_idv1,1.0,1.3967634040426549,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s7,process_idv1,2.0,1.185863334712582,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s2024,process_idv1,0.0,1.987910270690918,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s2024,process_idv1,0.5,1.8719626665115356,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s2024,process_idv1,1.0,1.6595537662506104,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s2024,process_idv1,2.0,1.3138823509216309,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s2024,process_idv1,0.0,1.950328675539372,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s2024,process_idv1,0.5,1.8522520380859093,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s2024,process_idv1,1.0,1.6576438750496103,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s2024,process_idv1,2.0,1.332343127382429,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s2024,process_idv1,0.0,3.4437808467021656,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s2024,process_idv1,0.5,3.1699353845414686,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s2024,process_idv1,1.0,2.6241974955257503,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s2024,process_idv1,2.0,1.8338433598440433,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s2024,process_idv1,0.0,1.589659187985349,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s2024,process_idv1,0.5,1.5387984875359477,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s2024,process_idv1,1.0,1.4343499392002514,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s2024,process_idv1,2.0,1.2312475903226958,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s31337,process_idv1,0.0,1.9999471902847292,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s31337,process_idv1,0.5,1.8776400089263918,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s31337,process_idv1,1.0,1.6609034538269043,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s31337,process_idv1,2.0,1.3093843460083008,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s31337,process_idv1,0.0,1.9621380362510163,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s31337,process_idv1,0.5,1.8578696015378693,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s31337,process_idv1,1.0,1.658992009343041,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s31337,process_idv1,2.0,1.3277819230029015,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s31337,process_idv1,0.0,3.464633152644552,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s31337,process_idv1,0.5,3.179549256085471,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s31337,process_idv1,1.0,2.6263317118611784,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s31337,process_idv1,2.0,1.827565296639168,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s31337,process_idv1,0.0,1.599284672651059,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s31337,process_idv1,0.5,1.5434654000110155,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s31337,process_idv1,1.0,1.4355164722360385,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s31337,process_idv1,2.0,1.2270324810270177,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear,regime_setpt18,0.0,1.7819072008132935,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear,regime_setpt18,0.25,0.06304463744163513,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear,regime_setpt18,0.5,0.02992512471973896,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear,regime_setpt18,1.0,0.021128132939338684,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear,regime_setpt18,0.0,1.7482201093957745,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear,regime_setpt18,0.25,0.06310386956416314,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear,regime_setpt18,0.5,0.029378114040247507,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear,regime_setpt18,1.0,0.021324446850740173,exact rescaling of published aggregate; no per-episode CI
